name,year,radius
OGLE-2016-BLG-1227L b,2020,13.900
OGLE-2016-BLG-1598L b,2024,13.600
OGLE-2016-BLG-1800L b,2024,13.200
OGLE-2017-BLG-0173L b,2018,1.620
OGLE-2017-BLG-0373L b,2018,14.000
OGLE-2017-BLG-0406L b,2020,14.200
OGLE-2017-BLG-0448L b,2024,4.080
OGLE-2017-BLG-0482L b,2018,2.950
OGLE-2017-BLG-0604L b,2020,14.200
OGLE-2017-BLG-0640L b,2024,13.500
OGLE-2017-BLG-1049L b,2020,12.800
OGLE-2017-BLG-1099L b,2021,13.100
OGLE-2017-BLG-1140L b,2018,13.500
OGLE-2017-BLG-1237L b,2024,13.000
OGLE-2017-BLG-1275L b,2024,12.800
OGLE-2017-BLG-1375L b,2020,12.400
OGLE-2017-BLG-1434L b,2018,1.940
OGLE-2017-BLG-1522L b,2018,14.000
OGLE-2017-BLG-1691L b,2022,3.920
OGLE-2017-BLG-1806L b,2023,2.150
OGLE-2018-BLG-0298L b,2022,7.560
OGLE-2018-BLG-0383L b,2022,2.410
OGLE-2018-BLG-0506L b,2022,4.180
OGLE-2018-BLG-0516L b,2022,4.730
OGLE-2018-BLG-0532L b,2020,2.370
OGLE-2018-BLG-0567L b,2021,12.300
OGLE-2018-BLG-0596L b,2019,3.810
OGLE-2018-BLG-0677L b,2020,1.820
OGLE-2018-BLG-0740L b,2019,12.900
OGLE-2018-BLG-0799L b,2022,10.900
OGLE-2018-BLG-0932L b,2022,13.900
OGLE-2018-BLG-0962L b,2021,13.600
OGLE-2018-BLG-0977L b,2022,2.410
OGLE-2018-BLG-1011L b,2019,13.500
OGLE-2018-BLG-1011L c,2019,13.200
OGLE-2018-BLG-1119L b,2022,13.900
OGLE-2018-BLG-1126L b,2022,4.410
OGLE-2018-BLG-1185L b,2021,2.830
OGLE-2018-BLG-1212L b,2022,9.320
OGLE-2018-BLG-1269L b,2020,14.100
OGLE-2018-BLG-1367L b,2022,13.800
OGLE-2018-BLG-1428L b,2021,14.000
OGLE-2018-BLG-1647L b,2022,13.800
OGLE-2018-BLG-1700L b,2020,12.900
OGLE-2019-BLG-0249L b,2023,12.700
OGLE-2019-BLG-0299L b,2021,12.700
OGLE-2019-BLG-0304L b,2021,14.200
OGLE-2019-BLG-0362L b,2022,13.100
OGLE-2019-BLG-0468L b,2022,13.100
OGLE-2019-BLG-0468L c,2022,12.500
OGLE-2019-BLG-0679L b,2023,13.100
OGLE-2019-BLG-0954L b,2021,12.300
OGLE-2019-BLG-0960L b,2021,1.390
OGLE-2019-BLG-1053L b,2021,1.380
OGLE-2019-BLG-1180L b,2023,13.500
OGLE-2019-BLG-1470L AB c,2022,13.300
OGLE-2019-BLG-1492L b,2022,6.790
OGLE-2023-BLG-0836L b,2024,12.900
OGLE-TR-10 b,2004,14.011
OGLE-TR-111 b,2004,11.422
OGLE-TR-113 b,2004,12.251
OGLE-TR-132 b,2004,13.450
OGLE-TR-182 b,2007,12.666
OGLE-TR-211 b,2007,15.244
OGLE-TR-56 b,2002,15.278
OGLE2-TR-L9 b,2008,18.046
Oph 11 b,2006,12.300
PDS 70 b,2018,30.488
PDS 70 c,2019,22.866
PH1 b,2012,6.180
PH2 b,2013,9.337
POTS-1 b,2013,10.548
PSR B0329+54 b,2017,1.220
PSR B1257+12 b,1994,0.338
PSR B1257+12 c,1992,1.910
PSR B1257+12 d,1992,1.800
PSR B1620-26 b,2003,13.300
PSR J1719-1438 b,2011,
PSR J2322-2650 b,2017,13.900
PZ Tel b,2023,11.900
Pr0201 b,2012,14.200
Pr0211 b,2012,13.400
Pr0211 c,2016,12.600
Proxima Cen b,2016,1.030
Qatar-1 b,2010,12.812
Qatar-10 b,2019,17.295
Qatar-2 b,2011,14.056
Qatar-3 b,2017,12.285
Qatar-4 b,2017,12.722
Qatar-5 b,2017,12.408
Qatar-6 b,2017,11.904
Qatar-7 b,2019,19.055
Qatar-8 b,2019,14.404
Qatar-9 b,2019,11.310
ROXs 12 b,2013,12.200
ROXs 42 B b,2013,12.500
RR Cae b,2012,13.000
Ross 128 b,2017,1.110
Ross 458 c,2010,14.011
Ross 508 b,2022,1.830
SPECULOOS-3 b,2024,0.977
SR 12 AB c,2010,12.300
SWEEPS-11 b,2006,12.666
SWEEPS-4 b,2006,9.079
TAP 26 b,2017,13.500
TCP J05074264+2447555 b,2018,4.720
TIC 139270665 b,2024,7.230
TIC 139270665 c,2024,12.900
TIC 172900988 b,2021,11.250
TIC 237913194 b,2020,12.520
TIC 241249530 b,2024,13.294
TIC 257060897 b,2021,16.701
TIC 279401253 b,2023,11.209
TIC 279401253 c,2023,12.600
TIC 365102760 b,2024,6.210
TIC 393818343 b,2024,12.184
TIC 46432937 b,2024,13.316
TIC 4672985 b,2024,11.500
TOI-1052 b,2023,2.870
TOI-1052 c,2023,6.480
TOI-1062 b,2021,2.265
TOI-1062 c,2021,3.100
TOI-1064 b,2022,2.587
TOI-1064 c,2022,2.651
TOI-1075 b,2022,1.791
TOI-1107 b,2022,14.572
TOI-1130 b,2020,3.660
TOI-1130 c,2020,13.000
TOI-1135 b,2024,9.341
TOI-1136 b,2022,1.900
TOI-1136 c,2022,2.879
TOI-1136 d,2022,4.627
TOI-1136 e,2022,2.639
TOI-1136 f,2022,3.736
TOI-1136 g,2022,2.530
TOI-1173 b,2024,9.190
TOI-1174 b,2024,2.562
TOI-1180 b,2024,3.072
TOI-1181 b,2022,17.026
TOI-1184 b,2024,2.390
TOI-1194 b,2023,8.717
TOI-1199 b,2024,10.514
TOI-1201 b,2021,2.415
TOI-122 b,2020,2.720
TOI-1221 b,2023,2.910
TOI-1224 b,2024,2.104
TOI-1224 c,2024,2.884
TOI-1227 b,2022,9.572
TOI-1231 b,2021,3.650
TOI-1235 b,2020,1.690
TOI-1244 b,2024,2.467
TOI-1246 b,2022,3.010
TOI-1246 c,2022,2.451
TOI-1246 d,2022,3.431
TOI-1246 e,2022,3.514
TOI-1248 b,2024,6.808
TOI-1249 b,2024,3.271
TOI-125 b,2019,2.726
TOI-125 c,2019,2.759
TOI-125 d,2020,2.930
TOI-1259 A b,2021,11.456
TOI-1260 b,2021,2.410
TOI-1260 c,2021,2.760
TOI-1260 d,2022,3.120
TOI-1266 b,2020,2.620
TOI-1266 c,2020,2.130
TOI-1268 b,2022,9.100
TOI-1269 b,2024,2.401
TOI-1272 b,2022,4.132
TOI-1272 c,2022,4.950
TOI-1273 b,2024,11.097
TOI-1278 b,2021,12.218
TOI-1279 b,2024,2.661
TOI-128.01,2024,2.219
TOI-1288 b,2022,4.968
TOI-1288 c,2022,11.100
TOI-1294 b,2024,10.124
TOI-1294 c,2024,14.300
TOI-1295 b,2024,15.693
TOI-1296 b,2021,14.116
TOI-1298 b,2021,9.658
TOI-1301.01,2024,2.477
TOI-132 b,2020,3.420
TOI-1333 b,2021,15.648
TOI-1338 b,2020,7.661
TOI-1338 c,2023,10.300
TOI-1347 b,2024,1.800
TOI-1347 c,2024,1.600
TOI-1386 b,2024,6.216
TOI-1386 c,2024,10.300
TOI-139 b,2023,2.457
TOI-1408 b,2023,25.000
TOI-1408 c,2024,2.220
TOI-1410 c,2024,5.630
TOI-1410.01,2024,3.101
TOI-1411 b,2022,1.199
TOI-1416 b,2023,1.620
TOI-1420 b,2023,11.890
TOI-1422 b,2022,3.960
TOI-1431 b,2021,16.701
TOI-1437 b,2024,2.240
TOI-1439 b,2024,4.243
TOI-1442 b,2022,1.170
TOI-1443 b,2024,2.304
TOI-1444 b,2021,1.418
TOI-1448 b,2024,2.749
TOI-1450 A b,2024,1.130
TOI-1450 A c,2024,1.130
TOI-1451 b,2024,2.611
TOI-1452 b,2022,1.672
TOI-1467 b,2024,1.920
TOI-1468 b,2022,1.280
TOI-1468 c,2022,2.064
TOI-1470 b,2023,2.180
TOI-1470 c,2023,2.470
TOI-1472 b,2024,4.160
TOI-1478 b,2021,11.882
TOI-150.01,2019,14.067
TOI-1516 b,2022,15.244
TOI-1518 b,2021,21.017
TOI-157 b,2020,14.415
TOI-1601 b,2021,14.199
TOI-163 b,2019,16.690
TOI-1630.01,2024,2.417
TOI-1634 b,2021,1.773
TOI-1634 c,2022,
TOI-1659.01,2024,2.255
TOI-1669 b,2023,14.100
TOI-1669 c,2024,2.296
TOI-1670 b,2022,2.060
TOI-1670 c,2022,11.063
TOI-1680 b,2023,1.466
TOI-1683.01,2024,2.638
TOI-1685 b,2021,1.468
TOI-169 b,2020,12.173
TOI-1691 b,2024,3.660
TOI-1693 b,2022,1.410
TOI-1694 b,2023,5.342
TOI-1694 c,2023,13.800
TOI-1695 b,2022,1.900
TOI-1696 b,2022,3.090
TOI-1710 b,2022,5.203
TOI-1716.01,2024,3.143
TOI-172 b,2019,10.817
TOI-1723 b,2024,3.435
TOI-1728 b,2020,5.050
TOI-1736 b,2023,3.182
TOI-1736 c,2023,12.500
TOI-1739 b,2024,1.946
TOI-1742 b,2024,2.365
TOI-1744.01,2024,2.680
TOI-1749 b,2021,1.390
TOI-1749 c,2021,2.120
TOI-1749 d,2021,2.520
TOI-1751 b,2024,2.951
TOI-1753 b,2024,2.479
TOI-1758 b,2024,3.620
TOI-1759 b,2022,3.140
TOI-1768.01,2024,3.453
TOI-1772.01,2024,2.905
TOI-1775 b,2024,8.047
TOI-1776 b,2024,1.216
TOI-1777.01,2024,2.246
TOI-178 b,2021,1.152
TOI-178 c,2021,1.669
TOI-178 d,2021,2.572
TOI-178 e,2021,2.207
TOI-178 f,2021,2.287
TOI-178 g,2021,2.870
TOI-1782.01,2024,2.368
TOI-1782.02,2024,1.839
TOI-1789 b,2021,16.141
TOI-1794 b,2024,3.297
TOI-1798.01,2024,2.448
TOI-1798.02,2024,1.464
TOI-1799 b,2024,1.642
TOI-1801 b,2023,2.079
TOI-1806.01,2024,3.410
TOI-1807 b,2021,1.497
TOI-181 b,2023,6.956
TOI-1811 b,2023,11.142
TOI-1820 b,2022,12.778
TOI-1823 b,2024,7.541
TOI-1824 b,2024,2.744
TOI-1836 b,2024,8.281
TOI-1836 c,2024,2.600
TOI-1842 b,2021,12.349
TOI-1853 b,2023,3.460
TOI-1855 b,2024,18.495
TOI-1859 b,2023,9.752
TOI-1860 b,2022,1.310
TOI-1883 b,2024,5.650
TOI-1898 b,2024,9.396
TOI-1899 b,2020,11.097
TOI-1937 A b,2023,13.978
TOI-198 b,2023,1.440
TOI-199 b,2023,9.079
TOI-199 c,2023,11.400
TOI-1994 b,2024,13.675
TOI-2000 b,2023,2.700
TOI-2000 c,2023,8.140
TOI-201 b,2021,11.299
TOI-2010 b,2023,11.814
TOI-2015 b,2023,3.390
TOI-2018 b,2023,2.268
TOI-2019 b,2024,5.333
TOI-2025 b,2022,11.893
TOI-2046 b,2022,16.141
TOI-2048 b,2022,2.610
TOI-206 b,2022,1.300
TOI-2068 b,2024,1.821
TOI-2076 b,2021,2.771
TOI-2076 c,2021,3.694
TOI-2076 d,2021,3.431
TOI-2081 b,2022,2.040
TOI-2084 b,2023,2.470
TOI-2088 b,2024,3.683
TOI-2095 b,2023,1.250
TOI-2095 c,2023,1.330
TOI-2096 b,2023,1.243
TOI-2096 c,2023,1.914
TOI-2107 b,2024,13.574
TOI-2109 b,2021,15.098
TOI-2120 b,2024,2.122
TOI-2128 b,2024,2.089
TOI-2134 b,2023,2.690
TOI-2134 c,2023,7.270
TOI-2136 b,2022,2.190
TOI-2141 b,2023,3.050
TOI-2145 b,2023,12.419
TOI-2152 A b,2023,14.359
TOI-2154 b,2023,16.287
TOI-2158 b,2022,10.761
TOI-216.01,2019,10.100
TOI-216.02,2019,8.000
TOI-2180 b,2022,11.321
TOI-2184 b,2022,11.400
TOI-2193 A b,2022,19.840
TOI-2194 b,2023,1.989
TOI-2196 b,2022,3.510
TOI-220 b,2021,3.030
TOI-2202 b,2021,11.321
TOI-2202 c,2021,13.400
TOI-2207 b,2022,11.153
TOI-2211.01,2024,1.561
TOI-2236 b,2022,14.370
TOI-2257 b,2021,2.194
TOI-2260 b,2022,1.620
TOI-2266 b,2024,1.540
TOI-2274 b,2024,2.450
TOI-2285 b,2021,1.740
TOI-2337 b,2022,10.088
TOI-2338 b,2023,11.209
TOI-2364 b,2023,8.608
TOI-2368 b,2024,10.839
TOI-237 b,2020,1.440
TOI-2373 b,2023,10.424
TOI-2374 b,2024,6.810
TOI-2379 b,2024,11.725
TOI-238 b,2024,1.612
TOI-238 c,2024,2.180
TOI-2384 b,2024,11.489
TOI-2406 b,2021,2.860
TOI-2411 b,2022,1.680
TOI-2416 b,2023,9.864
TOI-2420 b,2024,15.020
TOI-2421 b,2022,10.368
TOI-2427 b,2022,1.800
TOI-244 b,2023,1.520
TOI-2443 b,2023,2.773
TOI-2445 b,2022,1.250
TOI-2447 b,2024,9.606
TOI-2458 b,2024,2.830
TOI-2458 c,2024,3.180
TOI-2459 b,2023,2.953
TOI-2485 b,2024,12.139
TOI-2497 b,2023,11.142
TOI-2498 b,2023,6.060
TOI-251 b,2021,2.740
TOI-2524 b,2023,11.209
TOI-2525 b,2023,8.676
TOI-2525 c,2023,10.133
TOI-2529 b,2024,11.545
TOI-2545 b,2022,2.750
TOI-2567 b,2022,10.929
TOI-257 b,2021,7.163
TOI-2570 b,2022,13.641
TOI-2580 b,2024,17.374
TOI-2583 A b,2023,14.460
TOI-2587 A b,2023,12.072
TOI-2589 b,2023,12.106
TOI-260 b,2024,1.710
TOI-261.01,2024,3.045
TOI-262 b,2023,2.070
TOI-2641 b,2023,18.103
TOI-2669 b,2022,19.728
TOI-269 b,2021,2.770
TOI-270 b,2019,1.206
TOI-270 c,2019,2.355
TOI-270 d,2019,2.133
TOI-2714 b,2024,13.720
TOI-2768 b,2024,2.630
TOI-277 b,2022,2.650
TOI-2796 b,2023,17.262
TOI-2803 A b,2023,18.114
TOI-2818 b,2023,15.278
TOI-2842 b,2023,12.845
TOI-286 b,2024,1.420
TOI-286 c,2024,1.880
TOI-2977 b,2023,13.159
TOI-2981 b,2024,13.400
TOI-3023 b,2023,16.432
TOI-3071 b,2024,7.160
TOI-3082 b,2023,3.662
TOI-3235 b,2023,11.400
TOI-3261 b,2024,3.820
TOI-329 b,2024,4.941
TOI-332 b,2023,3.200
TOI-3321 b,2024,15.558
TOI-3331 A b,2022,12.980
TOI-3353.01,2024,2.667
TOI-3362 b,2021,12.801
TOI-3364 b,2023,12.229
TOI-3540 A b,2022,23.539
TOI-3568 b,2024,5.300
TOI-3629 b,2022,8.295
TOI-3688 A b,2023,13.081
TOI-3693 b,2022,12.599
TOI-3714 b,2022,11.321
TOI-3757 b,2022,12.000
TOI-3785 b,2023,5.140
TOI-3807 b,2023,18.495
TOI-3819 b,2023,13.137
TOI-3884 b,2022,6.430
TOI-3894 b,2024,15.278
TOI-3912 b,2023,14.280
TOI-3919 b,2024,12.319
TOI-3976 A b,2023,12.274
TOI-3984 A b,2023,7.900
TOI-4010 b,2023,3.020
TOI-4010 c,2023,5.930
TOI-4010 d,2023,6.180
TOI-4010 e,2023,13.300
TOI-406 c,2024,1.320
TOI-406.01,2024,2.080
TOI-4087 b,2023,13.047
TOI-411 b,2022,1.362
TOI-411 c,2022,2.328
TOI-4127 b,2023,12.285
TOI-4137 b,2022,13.574
TOI-4145 A b,2023,13.305
TOI-4153 b,2024,16.119
TOI-4184 b,2023,2.430
TOI-4201 b,2023,13.675
TOI-421 b,2020,2.640
TOI-421 c,2020,5.090
TOI-4308 b,2023,2.419
TOI-431 b,2021,1.280
TOI-431 c,2021,1.490
TOI-431 d,2021,3.290
TOI-4329 b,2022,16.813
TOI-4336 A b,2024,2.120
TOI-4342 b,2023,2.266
TOI-4342 c,2023,2.415
TOI-4377 b,2023,15.110
TOI-4379 b,2024,16.690
TOI-4406 b,2023,11.209
TOI-4438 b,2024,2.520
TOI-444 b,2023,2.770
TOI-4443.01,2024,1.719
TOI-4463 A b,2023,13.260
TOI-4479 b,2022,2.820
TOI-4495.01,2024,3.630
TOI-4504 b,2024,2.691
TOI-4504 c,2024,11.097
TOI-4504 d,2024,13.600
TOI-451 b,2020,1.910
TOI-451 c,2020,3.100
TOI-451 d,2020,4.070
TOI-4515 b,2024,12.170
TOI-4527.01,2024,0.909
TOI-4551 b,2023,11.859
TOI-4559 b,2024,1.415
TOI-4562 b,2023,12.530
TOI-4562 c,2024,12.800
TOI-4582 b,2023,10.536
TOI-4600 b,2023,6.800
TOI-4600 c,2023,9.420
TOI-4602.01,2024,2.550
TOI-4603 b,2023,11.680
TOI-4633 c,2024,3.200
TOI-4638.01,2024,2.933
TOI-4641 b,2023,8.183
TOI-470 b,2023,4.340
TOI-4791 b,2023,12.442
TOI-480 b,2024,2.854
TOI-481 b,2020,11.097
TOI-4860 b,2023,8.700
TOI-4914 b,2024,12.870
TOI-4994 b,2024,8.541
TOI-500 b,2022,1.166
TOI-500 c,2022,2.090
TOI-500 d,2022,6.350
TOI-500 e,2022,3.990
TOI-5005 b,2024,6.250
TOI-5076 b,2024,3.200
TOI-5082.01,2024,2.548
TOI-5108 b,2025,6.600
TOI-5126 b,2023,4.740
TOI-5126 c,2023,3.860
TOI-5153 b,2022,11.882
TOI-5174 b,2022,5.351
TOI-519 b,2021,11.545
TOI-5205 b,2023,11.600
TOI-5218 b,2024,9.860
TOI-5232 b,2024,12.778
TOI-5238 b,2022,5.220
TOI-5293 A b,2023,11.900
TOI-530 b,2021,9.303
TOI-5301 b,2024,13.092
TOI-5319 b,2024,2.830
TOI-532 b,2021,5.820
TOI-5344 b,2023,10.604
TOI-5388.01,2024,1.894
TOI-5398 b,2022,10.300
TOI-5398 c,2023,3.520
TOI-540 b,2020,0.903
TOI-544 b,2022,2.018
TOI-544 c,2023,4.920
TOI-5542 b,2022,11.310
TOI-558 b,2021,12.173
TOI-559 b,2021,12.229
TOI-561 b,2020,1.425
TOI-561 c,2020,2.910
TOI-561 d,2020,2.820
TOI-561 e,2020,2.550
TOI-5616 b,2024,10.780
TOI-5634 A b,2024,10.420
TOI-564 b,2020,11.433
TOI-5678 b,2023,4.910
TOI-5688 A b,2024,10.300
TOI-5704 b,2023,3.227
TOI-5713 b,2024,1.770
TOI-5720 b,2024,1.090
TOI-5726.01,2024,2.554
TOI-5786 b,2025,8.540
TOI-5799 b,2024,1.858
TOI-5803 b,2023,3.273
TOI-6002 b,2024,1.650
TOI-6008 b,2024,1.030
TOI-6016 b,2024,13.675
TOI-6029 b,2024,14.392
TOI-6034 b,2024,11.920
TOI-6038 A b,2025,6.410
TOI-6054.01,2024,2.642
TOI-6054.02,2024,2.864
TOI-6086 b,2024,1.180
TOI-6130 b,2024,14.347
TOI-615 b,2023,18.977
TOI-620 b,2022,3.760
TOI-622 b,2023,9.236
TOI-6255 b,2024,1.079
TOI-628 b,2021,11.882
TOI-6383 A b,2024,11.290
TOI-640 b,2021,19.851
TOI-654.01,2024,2.371
TOI-663 b,2024,2.270
TOI-663 c,2024,2.260
TOI-663 d,2024,1.920
TOI-6651 b,2024,5.090
TOI-669 b,2023,2.586
TOI-672 b,2023,5.260
TOI-674 b,2021,5.250
TOI-677 b,2020,13.115
TOI-700 b,2020,0.914
TOI-700 c,2020,2.600
TOI-700 d,2020,1.073
TOI-700 e,2023,0.953
TOI-712 b,2022,2.049
TOI-712 c,2022,2.701
TOI-712 d,2022,2.474
TOI-715 b,2023,1.550
TOI-733 b,2023,1.992
TOI-757 b,2024,2.500
TOI-762 A b,2024,8.339
TOI-763 b,2020,2.280
TOI-763 c,2020,2.630
TOI-771 b,2024,1.422
TOI-776 b,2020,1.798
TOI-776 c,2020,2.047
TOI-778 b,2023,15.400
TOI-782 b,2024,2.734
TOI-784 b,2023,1.930
TOI-813 b,2020,6.710
TOI-815 b,2024,2.940
TOI-815 c,2024,2.620
TOI-824 b,2020,2.926
TOI-833 b,2022,1.270
TOI-836 b,2023,1.704
TOI-836 c,2023,2.587
TOI-837 b,2020,9.169
TOI-849 b,2020,3.640
TOI-858 B b,2023,14.067
TOI-871 b,2024,1.664
TOI-880.02,2024,2.778
TOI-892 b,2020,11.994
TOI-904 b,2023,2.426
TOI-904 c,2023,2.167
TOI-905 b,2020,13.126
TOI-907.01,2024,9.616
TOI-908 b,2023,3.186
TOI-913 b,2023,2.453
TOI-942 b,2020,3.890
TOI-942 c,2020,4.670
TOI-954 b,2020,9.550
TOI-969 b,2022,2.765
TOI-969 c,2022,12.400
TRAPPIST-1 b,2016,1.116
TRAPPIST-1 c,2016,1.097
TRAPPIST-1 d,2016,0.788
TRAPPIST-1 e,2017,0.920
TRAPPIST-1 f,2017,1.045
TRAPPIST-1 g,2017,1.129
TRAPPIST-1 h,2017,0.755
TYC 0434-04538-1 b,2021,12.700
TYC 1422-614-1 b,2014,13.300
TYC 1422-614-1 c,2014,12.500
TYC 2187-512-1 b,2022,12.500
TYC 3318-01333-1 b,2018,13.100
TYC 3667-1280-1 b,2016,12.800
TYC 4282-00605-1 b,2017,12.400
TYC 8998-760-1 b,2020,12.300
TYC 8998-760-1 c,2020,12.330
Teegarden's Star b,2019,1.050
Teegarden's Star c,2019,1.020
Teegarden's Star d,2024,0.954
TrES-1 b,2004,12.666
TrES-2 b,2006,15.244
TrES-3 b,2007,14.975
TrES-4 b,2007,18.046
TrES-5 b,2011,13.384
UCAC3 113-933 b,2024,12.100
UCAC4 328-061594 b,2024,12.100
UKIRT-2017-BLG-001L b,2018,13.700
USco CTIO 108 b,2008,12.300
USco1556 b,2019,12.300
USco1621 b,2019,12.200
UZ For b,2011,
UZ For c,2011,
V0391 Peg b,2007,13.100
V1298 Tau b,2019,10.270
V1298 Tau c,2019,5.590
V1298 Tau d,2019,6.410
V1298 Tau e,2019,9.976
V830 Tau b,2016,14.000
VHS J125601.92-125723.9 b,2015,13.675
WASP-1 b,2007,16.623
WASP-10 b,2008,12.106
WASP-100 b,2014,14.908
WASP-101 b,2014,16.029
WASP-103 b,2014,17.127
WASP-104 b,2014,12.745
WASP-105 b,2017,10.761
WASP-106 b,2014,11.433
WASP-107 b,2017,10.536
WASP-107 c,2020,13.200
WASP-11 b,2008,12.442
WASP-110 b,2021,13.877
WASP-113 b,2016,15.793
WASP-114 b,2016,15.009
WASP-117 b,2014,11.882
WASP-118 b,2016,16.141
WASP-119 b,2016,15.693
WASP-12 b,2008,21.712
WASP-120 b,2016,16.511
WASP-121 b,2016,19.649
WASP-123 b,2016,14.773
WASP-124 b,2016,13.899
WASP-126 b,2016,10.514
WASP-126 c,2019,9.380
WASP-127 b,2016,14.695
WASP-129 b,2016,10.424
WASP-13 b,2009,13.675
WASP-130 b,2016,9.976
WASP-131 b,2016,13.675
WASP-132 b,2016,10.050
WASP-132 c,2022,1.850
WASP-133 b,2016,13.563
WASP-135 b,2015,14.572
WASP-136 b,2016,15.468
WASP-138 b,2016,12.218
WASP-139 b,2016,8.967
WASP-14 b,2008,15.468
WASP-140 b,2016,16.141
WASP-141 b,2016,13.563
WASP-142 b,2016,17.150
WASP-144 b,2018,9.528
WASP-145 A b,2018,10.088
WASP-147 b,2018,12.498
WASP-148 b,2020,8.474
WASP-148 c,2020,13.900
WASP-15 b,2009,15.805
WASP-150 b,2020,11.994
WASP-151 b,2017,13.305
WASP-153 b,2017,17.374
WASP-156 b,2017,6.028
WASP-157 b,2016,11.190
WASP-158 b,2018,11.994
WASP-159 b,2018,15.468
WASP-16 b,2009,13.675
WASP-160 B b,2018,12.218
WASP-161 b,2018,12.812
WASP-162 b,2018,11.209
WASP-163 b,2018,13.473
WASP-164 b,2018,12.644
WASP-165 b,2018,14.123
WASP-166 b,2019,7.062
WASP-167 b,2017,17.710
WASP-168 b,2018,16.814
WASP-169 b,2019,14.617
WASP-17 b,2009,20.961
WASP-170 b,2018,12.285
WASP-171 b,2019,10.985
WASP-172 b,2018,17.598
WASP-173 A b,2018,13.451
WASP-174 b,2018,16.107
WASP-175 b,2019,13.540
WASP-176 b,2020,16.870
WASP-177 b,2019,17.710
WASP-178 b,2019,20.288
WASP-18 b,2009,13.899
WASP-18 c,2019,8.580
WASP-180 A b,2019,13.899
WASP-181 b,2019,13.271
WASP-182 b,2019,9.528
WASP-183 b,2019,16.477
WASP-184 b,2019,14.908
WASP-185 b,2019,14.011
WASP-186 b,2020,12.442
WASP-187 b,2020,18.383
WASP-189 b,2020,18.147
WASP-19 b,2009,15.861
WASP-190 b,2019,12.890
WASP-192 b,2019,13.787
WASP-193 b,2023,16.410
WASP-2 b,2007,12.117
WASP-20 b,2015,16.388
WASP-21 b,2010,11.990
WASP-22 b,2010,13.787
WASP-23 b,2010,10.783
WASP-24 b,2010,15.468
WASP-25 b,2010,11.994
WASP-26 b,2010,13.563
WASP-28 b,2014,13.664
WASP-29 b,2010,8.631
WASP-3 b,2007,15.917
WASP-31 b,2010,17.363
WASP-32 b,2010,10.761
WASP-33 b,2010,17.856
WASP-34 b,2010,11.209
WASP-35 b,2011,14.572
WASP-36 b,2011,14.874
WASP-37 b,2010,13.002
WASP-38 b,2010,13.787
WASP-39 b,2011,14.930
WASP-4 b,2007,14.807
WASP-41 b,2012,12.330
WASP-41 c,2015,13.100
WASP-42 b,2012,12.576
WASP-43 b,2011,10.424
WASP-44 b,2011,12.330
WASP-45 b,2011,10.604
WASP-46 b,2011,13.159
WASP-47 b,2012,12.860
WASP-47 c,2015,
WASP-47 d,2015,3.650
WASP-47 e,2015,1.830
WASP-48 b,2011,16.814
WASP-49 b,2012,12.442
WASP-5 b,2008,12.184
WASP-50 b,2011,13.070
WASP-52 b,2012,14.240
WASP-53 b,2017,12.038
WASP-53 c,2017,
WASP-54 b,2012,17.710
WASP-55 b,2012,14.908
WASP-56 b,2012,10.536
WASP-57 b,2012,11.769
WASP-58 b,2012,16.029
WASP-59 b,2012,8.687
WASP-6 b,2009,11.545
WASP-60 b,2012,9.864
WASP-61 b,2012,15.805
WASP-62 b,2012,14.796
WASP-63 b,2012,15.805
WASP-64 b,2012,14.247
WASP-65 b,2013,12.464
WASP-66 b,2012,15.693
WASP-67 b,2012,12.890
WASP-68 b,2014,14.796
WASP-69 b,2014,12.442
WASP-7 b,2008,14.908
WASP-70 A b,2014,13.047
WASP-71 b,2012,13.227
WASP-72 b,2012,14.460
WASP-73 b,2014,15.917
WASP-74 b,2015,15.244
WASP-75 b,2013,14.235
WASP-76 b,2016,20.781
WASP-77 A b,2012,13.787
WASP-78 b,2012,21.633
WASP-79 b,2012,17.150
WASP-8 b,2010,12.666
WASP-8 c,2013,12.500
WASP-80 b,2012,11.198
WASP-81 b,2017,16.018
WASP-82 b,2015,18.159
WASP-83 b,2015,11.657
WASP-84 b,2014,10.720
WASP-84 c,2023,1.950
WASP-85 A b,2016,13.899
WASP-87 b,2016,15.524
WASP-88 b,2014,16.365
WASP-89 b,2015,11.657
WASP-90 b,2016,18.271
WASP-91 b,2017,11.545
WASP-92 b,2016,16.376
WASP-93 b,2016,17.901
WASP-94 A b,2014,17.710
WASP-94 B b,2014,14.100
WASP-95 b,2014,13.787
WASP-96 b,2014,13.450
WASP-97 b,2014,12.778
WASP-98 b,2014,12.823
WASP-99 b,2014,11.433
WD 0806-661 b,2011,12.600
WD 1856+534 b,2020,10.400
WISE J033605.05-014350.4 b,2023,12.600
WISEP J121756.91+162640.2 A b,2012,10.468
WTS-1 b,2012,16.700
WTS-2 b,2014,15.278
Wendelstein-1 b,2020,11.561
Wendelstein-2 b,2020,12.993
Wolf 1061 b,2015,1.210
Wolf 1061 c,2015,1.660
Wolf 1061 d,2015,2.690
Wolf 1069 b,2023,1.080
Wolf 327 b,2024,1.240
Wolf 503 b,2018,2.043
XO-1 b,2006,12.778
XO-2 N b,2007,11.131
XO-2 S b,2014,10.900
XO-2 S c,2014,13.600
XO-3 b,2007,15.805
XO-4 b,2010,14.011
